"","Title","Author","Year","URL","Booktitle"
"1996","Performance prediction of J2EE applications using messaging protocols","Leskovec, Jure; Chakrabarti, Deepayan; Kleinberg, Jon; Faloutsos, Christos; Ghahramani, Zoubin","2010","",""
"1997","Testing mobile and distributed systems: Method and experimentation","Raykar, Vikas C.; Yu, Shipeng; Zhao, Linda H.; Valadez, Gerardo Hermosillo; Florin, Charles; Bogoni, Luca; Moy, Linda","2010","",""
"1998","Hypothesis testing with nonlinear shape models","Hyv\""{a}rinen, Aapo; Zhang, Kun; Shimizu, Shohei; Hoyer, Patrik O.","2010","",""
"1999","COMPAS - Compressed test pattern sequencer for scan based circuits","Pernkopf, Franz; Bilmes, Jeff A.","2010","",""
"2000","Dynamic measurement of soft tissue viscoelastic properties with a torsional resonator device","Bouckaert, Remco; Hemmecke, Raymond; Lindner, Silvia; Studen\'{y}, Milan","2010","",""
"2001","Region-based shape analysis with tracked locations","Robinson, Joshua W.; Hartemink, Alexander J.","2010","",""
"2002","Snapshot verification","Hermenegildo, Manuel V.; Puebla, Germ\'{a}n; Bueno, Francisco; L\'{o}pez-Garc\'{\i}a, Pedro","2003","","Proceedings of the 10th International Conference on Static Analysis"
"2003","Performance analysis of software reliability growth models with testing-effort and change-point","Zalila, Bechir; Hamid, Irfan; Hugues, Jerome; Pautet, Laurent","2007","","Proceedings of the 12th International Conference on Reliable Software Technologies"
"2004","Effect of independent component analysis on multifractality of EEG during visual-motor task","Logan, Beth; Healey, Jennifer; Philipose, Matthai; Tapia, Emmanuel Munguia; Intille, Stephen","2007","","Proceedings of the 9th International Conference on Ubiquitous Computing"
"2005","CIXL2: A crossover operator for evolutionary algorithms based on population features","Mousavi, Abdolmajid; Far, Behrouz; Eberlein, Armin; Heidari, Behrouz","2007","","Proceedings of the 2007 International Conference on Fundamentals of Software Engineering"
"2006","Automated translation of behavioral models using OCL and XML","Katz-Bassett, Ethan; Madhyastha, Harsha V.; Adhikari, Vijay Kumar; Scott, Colin; Sherry, Justine; Van Wesep, Peter; Anderson, Thomas; Krishnamurthy, Arvind","2010","","Proceedings of the 7th USENIX Conference on Networked Systems Design and Implementation"
"2007","A UML-compatible formal language for system architecture description","Chiarcos, Christian","2010","","Proceedings of the 48th Annual Meeting of the Association for Computational Linguistics"
"2008","Model-driven development of reconfigurable mechatronic systems with MECHATRONIC UML","Umanski, Daniil; Schiller, Niels O.; Sangati, Federico","2010","","Proceedings of the ACL 2010 Student Research Workshop"
"2009","Pattern synthesis from multiple scenarios for parameterized real-time UML models","Brecknell, Matthew; Roe, Paul","2010","","Proceedings of the Thirty-Third Australasian Conferenc on Computer Science - Volume 102"
"2010","Facilitating the construction of specification pattern-based properties","Tam, Vincent W. L.; Shepherd, John","2009","","Proceedings of the Twentieth Australasian Conference on Australasian Database - Volume 92"
"2011","Topology generation for web communities modeling","S\""{u}lflow, Andr\'{e}; Fey, G\""{o}rschwin; Braunstein, C\'{e}cile; K\""{u}hne, Ulrich; Drechsler, Rolf","2009","","Proceedings of the Conference on Design, Automation and Test in Europe"
"2012","Towards a formal concept analysis approach to exploring communities on the world wide web","Sch\""{a}fer, Max; Dolby, Julian; Sridharan, Manu; Torlak, Emina; Tip, Frank","2010","","Proceedings of the 24th European Conference on Object-Oriented Programming"
"2013","A fast SMO training algorithm for support vector regression","Schwarzl, Christian; Peischl, Bernhard","2010","","Proceedings of the 13th International Conference on Model Driven Engineering Languages and Systems: Part I"
"2014","Extraction of structural information from the Web","Iqbal, Muhammad Zohaib; Arcuri, Andrea; Briand, Lionel","2010","","Proceedings of the 13th International Conference on Model Driven Engineering Languages and Systems: Part I"
"2015","An effective testing method for hardware related fault in embedded software","Kim, Keehyung; Choi, Hyukgeun; McKay, R. I.","2010","","Proceedings of the 23rd International Conference on Industrial Engineering and Other Applications of Applied Intelligent Systems - Volume Part I"
"2016","Identifying websites with flow simulation","Corin, Ricardo; Manzano, Andr\'{e}s","2011","","Proceedings of the Third International Conference on Engineering Secure Software and Systems"
"2017","Linear-time enumeration of isolated cliques","Henao, Ricardo; Winther, Ole","2011","",""
"2018","Schema driven and topic specific web crawling","Kloft, Marius; Brefeld, Ulf; Sonnenburg, S\""{o}ren; Zien, Alexander","2011","",""
"2019","Efficient identification of overlapping communities","Abrahamsen, Trine Julie; Hansen, Lars Kai","2011","",""
"2020","Finding hidden semantics behind reference linkages: An ontological approach for scientific digital libraries","Sawyer, James T.; Brann, David M.","2009","","Winter Simulation Conference"
"2021","PlusDBG: Web community extraction scheme improving both precision and pseudo-recall","Tan, Ming; Zhou, Wenli; Zheng, Lei; Wang, Shaojun","2011","","Proceedings of the 49th Annual Meeting of the Association for Computational Linguistics: Human Language Technologies - Volume 1"
"2022","A topology-driven approach to the design of Web meta-search clustering engines","Rouhizadeh, Masoud; Bowler, Margit; Sproat, Richard; Coyne, Bob","2011","","Proceedings of the Ninth International Conference on Computational Semantics"
"2023","A simple quantile regression via support vector machine","Alabau, Vicent; Sanchis, Alberto; Casacuberta, Francisco","2011","","Proceedings of the 49th Annual Meeting of the Association for Computational Linguistics: Human Language Technologies: Short Papers - Volume 2"
"2024","Unbalanced graph cuts","Wong, William W. L.; Burkowski, Forbes J.","2011","",""
"2025","'Beauty' of the World Wide Web-cause, goal, or principle","Dondi, Denis; Zappi, Piero; Rosing, Tajana \v{S}imuni\'{c}","2011","","Proceedings of the 17th IEEE/ACM International Symposium on Low-Power Electronics and Design"
"2026","A text categorization approach for music style recognition","Pantoquilho, Marta","2010","","Proceedings of the 2010 Conference on Grand Challenges in Modeling &amp; Simulation"
"2027","Literal-matching-biased link analysis","Soares, Lu\'{\i}s; Pereira, Jos\'{e}","2011","","Proceedings of the 11th IFIP WG 6.1 International Conference on Distributed Applications and Interoperable Systems"
"2028","Local clustering of large graphs by approximate fiedler vectors","Kawaguchi, Shogo; Fujita, Katsuhide; Ito, Takayuki","2011","","Proceedings of the 24th International Conference on Industrial Engineering and Other Applications of Applied Intelligent Systems Conference on Modern Approaches in Applied Intelligence - Volume Part II"
"2029","A modified SMO algorithm for SVM regression and its application in quality prediction of HP-LDPE","Thangarajah, John; Jayatilleke, Gaya; Padgham, Lin","2011","","The 10th International Conference on Autonomous Agents and Multiagent Systems - Volume 1"
"2030","Rule-based word clustering for document metadata extraction","Rapolu, Naresh; Kambatla, Karthik; Jagannathan, Suresh; Grama, Ananth","2011","","Proceedings of the 3rd USENIX Conference on Hot Topics in Cloud Computing"
"2031","Engineering optimizations via nature-inspired virtual bee algorithms","Elmokashfi, Ahmed; Kvalbein, Amund; Dovrolis, Constantine","2012","",""
"2032","Using support vector machine for modeling of pulsed GTAW process","Zimmermann, Thomas; Nagappan, Nachiappan; Guo, Philip J.; Murphy, Brendan","2012","","Proceedings of the 34th International Conference on Software Engineering"
"2033","Semi-supervised learning on directed graphs","Carzaniga, Antonio; Gorla, Alessandra; Mattavelli, Andrea; Perino, Nicol\`{o}","2012","","Proceedings of the 34th International Conference on Software Engineering"
"2034","Query expansion with the minimum user feedback by transductive learning","Araujo, F.; Valente, J.; Wenkstern, R. Z.","2012","","Proceedings of the 2012 Symposium on Agent Directed Simulation"
"2035","Data classification with radial basis function networks based on a novel kernel density estimation algorithm","Denil, Joachim; Vangheluwe, Hans; De Meulenaere, Paul; Demeyer, Serge","2012","","Proceedings of the 2012 Symposium on Theory of Modeling and Simulation - DEVS Integrative M&amp;S Symposium"
"2036","A similarity reinforcement algorithm for heterogeneous web pages","Ashraf, Rizwan A.; Luna, Francis; Dechev, Damian; DeMara, Ronald F.","2012","","Proceedings of the 2012 Symposium on Theory of Modeling and Simulation - DEVS Integrative M&amp;S Symposium"
"2037","Evolutionary multiresolution filtering to forecast nonlinear time series","Meyer, G. W.; Shimizu, C.","2005","","Proceedings of the First Eurographics Conference on Computational Aesthetics in Graphics, Visualization and Imaging"
"2038","Engineering control and recent developments in sciences","Bobi\'{c}, Tamara; Klinger, Roman; Thomas, Philippe; Hofmann-Apitius, Martin","2012","","Proceedings of the Joint Workshop on Unsupervised and Semi-Supervised Learning in NLP"
"2039","A visual framework for knowledge discovery on the web: An empirical study of business intelligence exploration","Berg-Kirkpatrick, Taylor; Burkett, David; Klein, Dan","2012","","Proceedings of the 2012 Joint Conference on Empirical Methods in Natural Language Processing and Computational Natural Language Learning"
"2040","A general evaluation framework for topical crawlers","Nguyen, Huu Minh; Couckuyt, Ivo; Knockaert, Luc; Dhaene, Tom; Gorissen, Dirk; Saeys, Yvan","2011","","Proceedings of the Winter Simulation Conference"
"2041","A ROC-based reject rule for dichotomizers","Moreno, Andr\'{e}s; Sutinen, Erkki; Bednarik, Roman; Myller, Niko","2007","","Proceedings of the Seventh Baltic Sea Conference on Computing Education Research - Volume 88"
"2042","Combining Sequence Diagrams and OCL for Liveness","Zhuhadar, Leyla; Yang, Rong; Nasraoui, Olfa","2012","","Proceedings of the The 2012 IEEE/WIC/ACM International Joint Conferences on Web Intelligence and Intelligent Agent Technology - Volume 01"
"2043","A Dual Language Approach to the Development of Time-Critical Systems","Kosmidis, Leonidas; Abella, Jaume; Qui\ {n}ones, Eduardo; Cazorla, Francisco J.","2013","","Proceedings of the Conference on Design, Automation and Test in Europe"
"2044","A polynomial-time dependence test for determining integer-valued solutions in multi-dimensional arrays under variable bounds","Zhang, Sai; Ernst, Michael D.","2013","","Proceedings of the 2013 International Conference on Software Engineering"
"2045","Investigating factors influencing the response time in J2EE web applications","Memon, Atif M.; Cohen, Myra B.","2013","","Proceedings of the 2013 International Conference on Software Engineering"
"2046","Transductive machine learning for reliable medical diagnostics","Brown, Gavin; Pocock, Adam; Zhao, Ming-Jie; Luj\'{a}n, Mikel","2012","",""
"2047","Memory Safety Without Garbage Collection for Embedded Applications","Tsamardinos, Ioannis; Triantafillou, Sofia; Lagani, Vincenzo","2012","",""
"2048","On the descriptional power of heads, counters, and pebbles","Helmbold, David P.; Long, Philip M.","2012","",""
"2049","An address mapping approach for test data generation of dynamic linked structures","Kloft, Marius; Blanchard, Gilles","2012","",""
"2050","A web-based interactive virtual environment for mobile phone customization","Arafa, Pansy; Kashif, Hany; Fischmeister, Sebastian","2013","","Proceedings of the Eleventh ACM International Conference on Embedded Software"
"2051","Computer-aided design of porous artifacts","Statnikov, Alexander; Lemeir, Jan; Aliferis, Constantin F.","2013","",""
"2052","Text characteristics of english language university Web sites","Kanamori, Takafumi; Takeda, Akiko; Suzuki, Taiji","2013","",""
"2053","Fast SVM training algorithm with decomposition on very large data sets","Mahdi, Rami; Mezey, Jason","2013","",""
"2054","Reusing class-based test cases for testing object-oriented framework interface classes","Rosasco, Lorenzo; Villa, Silvia; Mosci, Sofia; Santoro, Matteo; Verri, Alessandro","2013","",""
"2055","Using feedback in collaborative reinforcement learning to adaptively optimize MANET routing","B\""{o}hmer, Wendelin; Gr\""{u}new\""{a}lder, Steffen; Shen, Yun; Musial, Marek; Obermayer, Klaus","2013","",""
"2056","Analysis and design of physical and social contexts in multi-agent systems using UML","Vats, Divyanshu; Nowak, Robert D.","2014","",""
"2057","The Asian crisis and calendar effects on stock returns in Thailand","Lowd, Daniel; Davis, Jesse","2014","",""
"2058","A flexible integration strategy for in-car telematics systems","Naji, Nada; Savoy, Jacques","2013","","Proceedings of the 76th ASIS&amp;T Annual Meeting: Beyond the Cloud: Rethinking Information Boundaries"
"2059","Predictive Bayesian neural network models of MHC class II peptide binding","Tonella, Paolo; Nguyen, Cu Duy; Marchetto, Alessandro; Lakhotia, Kiran; Harman, Mark","2013","","Proceedings of the 8th International Workshop on Automation of Software Test"
